模板名称,模板类型(中),模板类型(英),模板类型Key,模板ID,是否自定义,单元Key,单元中文名,单元英文名,采集间隔(s),数据类型,采集范围,字段Key,字段中文名,字段英文名,字段单位,值类型,支持告警阈值,说明(中文)
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","MemoryUseRatio","内存","Memory","300","row","3","GrantedWorkspaceMemory","分配工作区内存","Granted Workspace Memory","KB","数值","是","用于哈希排序索引等内存总数。"
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","MemoryUseRatio","内存","Memory","300","row","3","LockMemory","锁内存","Lock Memory","KB","数值","是","用于锁的内存总数。"
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","MemoryUseRatio","内存","Memory","300","row","3","MemoryGrantsOutstanding","内存分配成功进程","Memory Grants Outstanding","","数值","是","内存分配成功的进程数。"
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","MemoryUseRatio","内存","Memory","300","row","3","MemoryGrantsPending","内存分配未决进程","Undetermined Memory","","数值","是","等待分配内存的进程数。"
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","MemoryUseRatio","内存","Memory","300","row","3","OptimizerMemory","优化内存","Optimizer Memory","KB","数值","是","用于查询优化的内存总数。"
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","MemoryUseRatio","内存","Memory","300","row","3","SQLCacheMemory","SQL缓冲内存","SQL Buffer","KB","数值","是","用于SQL缓存的内存总数。"
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","MemoryUseRatio","内存","Memory","300","row","3","TotalServerMemory","内存总数","Total Memory","KB","数值","是","从缓冲池提交的内存总数。"
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","SpeicalVariable","连接时间","Connection Time","300","row","1","ResponseTime","连接时间","Connection Time","ms","数值","是","连接到SQL Server所用的时间。"
"SQL Server","SQL Server","SQL Server","mssql","209760028721303","否","AvailableData","可用性","Availability","60","","3","AvailabilityData","协议连接","Protocol Connection","","字符串","是","测试IP对应资源的协议连接。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","DatabaseNames","数据库明细","Database Details","300","table","3","DatabaseNames","数据库","Database","","字符串","是","数据库名。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","DatabaseNames","数据库明细","Database Details","300","table","3","DatabaseSizes","大小","Size","B","数值","是","该数据库的存储大小。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","DatabaseNames","数据库明细","Database Details","300","table","3","DatabaseTableSizes","表数量","Tables","","数值","是","该数据库的表格总数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","InnodbDetails","InnoDB缓冲区统计","InnoDB Buffer Hit Ratio","300","row","1","InnodbRatio","InnoDB缓冲区命中率","Hit Ratio","%","数值","是","InnoDB缓冲区命中率。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","JavaAccount","数据库连接响应时间","Response Time","300","row","1","KeyBufferUsed","已用主键缓冲区","Key Buffer Used","B","数值","是","已使用的存储引擎主键缓存区大小。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","JavaAccount","数据库连接响应时间","Response Time","300","row","1","ResponseTime","连接响应时间","Response Time","ms","数值","是","连接到数据库所需的时间。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","JavaAccount","数据库连接响应时间","Response Time","300","row","1","StatusAddQuery","插入操作","Inserts","","数值","是","最近一个轮询间隔内执行插入的语句数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","JavaAccount","数据库连接响应时间","Response Time","300","row","1","StatusChangeDb","切换操作","Switchover Operations","","数值","是","最近一个轮询间隔内执行切换数据库的操作数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","JavaAccount","数据库连接响应时间","Response Time","300","row","1","StatusDeleteQuery","删除操作","Deletes","","数值","是","最近一个轮询间隔内执行删除的语句数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","JavaAccount","数据库连接响应时间","Response Time","300","row","1","StatusSelectQuery","查询操作","Queries","","数值","是","最近一个轮询间隔内执行查询的语句数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","JavaAccount","数据库连接响应时间","Response Time","300","row","1","StatusUpdateQuery","更新操作","Updates","","数值","是","最近一个轮询间隔内执行更新的查询数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","BinlogCacheSize","二进制日志缓冲区","Binary Log Buffer","B","数值","是","用于各种数据变更操作所产生的二进制日志信息的缓存区大小。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","ExclusiveThreadTotal","线程独享总内存","Total Thread Exclusive Memory","B","数值","是","线程独享内存总数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","GlobalSharingTotal","全局共享总内存","Total Global Shared Memory","B","数值","是","全局共享内存总数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","InnodbAddMemPoolSize","InnoDB 字典信息缓存","InnoDB Dictionary Buffer","B","数值","是","用于InnoDB存储引擎字典信息的缓冲区大小 。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","InnodbBufferPoolSize","InnoDB 数据和索引缓存","InnoDB Data and Index Buffer","B","数值","是","用于InnoDB存储引擎数据和索引块的缓冲区大小 。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","InnodbLogBufferSize","InnoDB 日志缓冲区","InnoDB Log Buffer","B","数值","是","用于InnoDB存储引擎事务日志的缓冲区大小。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","JoinBufferSize","Join操作使用内存","Join Buffer","B","数值","是","用于两表（或多表）Join的操作的缓冲区大小。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","KeyBuffer","主键缓冲区","Key Buffer","B","数值","是","用于索引块的缓冲区的大小。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","QueryCache","队列缓存","Queue Buffer","B","数值","是","用于请求结果的缓冲区大小。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","ReadBufferSize","顺序读取数据缓冲区使用内存","Read Buffer","B","数值","是","顺序读取数据缓冲区使用内存。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","ReadRndBufferSize","随机读取数据缓冲区使用内存","Random Read Buffer","B","数值","是","随机读取数据缓冲区使用内存。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","SortBufferSize","排序使用内存","Sort Buffer","B","数值","是","每个必须执行排序的会话都会分配一个此大小的缓冲区。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","TableDefinitionCache","表定义信息缓存","Table Definition Buffer","B","数值","是","可以存储在表定义缓存中的表定义数。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","TableOpenCache","表缓存","Table Buffer","B","数值","是","所有线程打开的表数，增加这个值会增加mysqld所需的文件描述符的数量。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","ThreadCache","线程缓存","Thread Buffer","B","数值","是","服务器应该缓存多少个线程以供重用。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","ThreadStack","线程栈信息使用内存","Thread Stack Buffer","B","数值","是","每个线程的堆栈大小。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","MemoryVar","内存使用","Memory Usage","300","row","1","TmpTableSize","临时表使用内存","Temporary Table Buffer","B","数值","是","定义MEMORY存储引擎和TempTable存储引擎创建的内部内存临时表的最大大小，从MySQL 8.0.28开始，如果内存中的内部临时表超过此大小，它将自动转换为磁盘上的内部临时表格。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","processlist","进程列表","Process List","300","table","1","id_user","ID_用户","ID_User","","字符串","是","标识符，由ID与用户名称拼接。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","processlist","进程列表","Process List","300","table","1","pro_command","命令","Command","","字符串","是","线程代表客户端执行的命令类型，如果会话空闲，则为Sleep。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","processlist","进程列表","Process List","300","table","1","pro_db","数据库","Database","","字符串","是","线程的默认数据库，如果未选择，则为NULL。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","processlist","进程列表","Process List","300","table","1","pro_host","主机","Host","","字符串","是","发出语句的客户端的主机名（系统用户除外，系统用户没有主机）。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","processlist","进程列表","Process List","300","table","1","pro_id","ID ","ID ","","数值","是","连接标识符。"
"MySQL","MySQL","MySQL","mysql","209760028721305","否","processlist","进程列表","Process List","300","table","1","pro_info","信息","Information","","字符串","是","线程正在执行的语句，如果没有执行任何语句，则为NULL。"
